address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct,zip_code_num,long,lat
Skovvejen 123C,8000 Aarhus C,2375000,2015-06-19,Alm. Salg,30063.0,2.0,Lejlighed,79.0,2009.0,-1.0,8000,10.218249,56.168118
"Herningvej 15, ST. TH",8000 Aarhus C,1975000,2015-06-19,Alm. Salg,29924.0,3.0,Lejlighed,66.0,1931.0,-1.0,8000,10.190688,56.15817
"Vestre Ringgade 216, 1. TV",8000 Aarhus C,1925000,2015-06-19,Alm. Salg,26369.0,2.0,Lejlighed,73.0,1950.0,3.0,8000,10.195474,56.169401
"Mejlgade 78C, 1",8000 Aarhus C,1735000,2015-06-19,Alm. Salg,32129.0,2.0,Lejlighed,54.0,1912.0,0.0,8000,10.214224,56.161225
"Helgenæsgade 12, 1",8000 Aarhus C,1829000,2015-06-19,Alm. Salg,32660.0,2.0,Lejlighed,56.0,1901.0,0.0,8000,10.213427,56.162114
"Langenæs Allé 33, 3. TV",8000 Aarhus C,2135000,2015-06-19,Alm. Salg,28466.0,2.0,Lejlighed,75.0,1968.0,-3.0,8000,10.182677,56.14117
"Mønsgade 8B, ST. TV",8000 Aarhus C,2198000,2015-06-19,Alm. Salg,34888.0,2.0,Lejlighed,63.0,1917.0,0.0,8000,10.195257,56.15822
"Skolegade 37, 1",8000 Aarhus C,2275000,2015-06-18,Alm. Salg,23947.0,4.0,Lejlighed,95.0,1894.0,-5.0,8000,10.21178,56.154649
"Mejlgade 82A, 2",8000 Aarhus C,3600000,2015-06-18,Andet,30769.0,5.0,Lejlighed,117.0,1901.0,0.0,8000,10.214482,56.161596
"Skovvejen 46F, 4. TV",8000 Aarhus C,1935000,2015-06-18,Alm. Salg,31721.0,2.0,Lejlighed,61.0,1938.0,-3.0,8000,10.218947,56.168232
"Helga Pedersens Gade 17, 4. 3",8000 Aarhus C,3130000,2015-06-18,Alm. Salg,39620.0,3.0,Lejlighed,79.0,2012.0,-2.0,8000,10.229336,56.166304
"Vestre Ringgade 41, ST. TV",8000 Aarhus C,2050000,2015-06-17,Alm. Salg,23837.0,3.0,Lejlighed,86.0,1933.0,-1.0,8000,10.182215,56.156427
"Åparken 2, 1. 7",8000 Aarhus C,750000,2015-06-17,Alm. Salg,26785.0,1.0,Lejlighed,28.0,1999.0,0.0,8000,10.186038,56.154104
"Nordborggade 14, 4. TH",8000 Aarhus C,2095000,2015-06-17,Alm. Salg,32230.0,2.0,Lejlighed,65.0,1944.0,0.0,8000,10.186476,56.144723
"Åhusene 5, 2. 3",8000 Aarhus C,1998000,2015-06-17,Alm. Salg,38423.0,2.0,Lejlighed,52.0,2013.0,0.0,8000,10.188483,56.152634
"Mariane Thomsens Gade 30, 7. 1",8000 Aarhus C,4098000,2015-06-17,Alm. Salg,35025.0,4.0,Lejlighed,117.0,2013.0,0.0,8000,10.229284,56.164931
"F. Vestergaards Gade 30, ST. TV",8000 Aarhus C,3300000,2015-06-16,Alm. Salg,27731.0,4.0,Lejlighed,119.0,1929.0,0.0,8000,10.195377,56.142005
"Klostergade 19, 1. 11",8000 Aarhus C,1265000,2015-06-16,Alm. Salg,35138.0,1.0,Lejlighed,36.0,1999.0,-3.0,8000,10.208311,56.158907
"Sønder Allé 19, 1",8000 Aarhus C,2995000,2015-06-16,Alm. Salg,30876.0,3.0,Lejlighed,97.0,1869.0,0.0,8000,10.207014,56.152899
"Helgolandsgade 25, 1",8000 Aarhus C,1998000,2015-06-16,Alm. Salg,32225.0,2.0,Lejlighed,62.0,1889.0,0.0,8000,10.201356,56.148425
"Skanderborgvej 15, 1. TV",8000 Aarhus C,1860000,2015-06-16,Alm. Salg,28615.0,2.0,Lejlighed,65.0,1939.0,-2.0,8000,10.184999,56.141242
"Lundingsgade 11, 5. TV",8000 Aarhus C,1800000,2015-06-16,Alm. Salg,39130.0,2.0,Lejlighed,46.0,1901.0,0.0,8000,10.195456,56.146488
"Finderupvej 2C, 4",8000 Aarhus C,4150000,2015-06-16,Alm. Salg,30514.0,4.0,Lejlighed,136.0,2009.0,0.0,8000,10.182282,56.155447
"Dagmar Petersens Gade 94, 9. 2",8000 Aarhus C,13750000,2015-06-16,Alm. Salg,61111.0,4.0,Lejlighed,225.0,2016.0,0.0,8000,10.227889,56.166993
"Nørrebrogade 20F, ST. MF",8000 Aarhus C,1995000,2015-06-16,Alm. Salg,35625.0,2.0,Lejlighed,56.0,2015.0,0.0,8000,10.211548,56.163617
"Vester Allé 24A, 4. TH",8000 Aarhus C,2575000,2015-06-16,Alm. Salg,35763.0,3.0,Lejlighed,72.0,1899.0,-3.0,8000,10.198938,56.157497
"Mariane Thomsens Gade 56, 2. 2",8000 Aarhus C,3350000,2015-06-16,Fam. Salg,29385.0,3.0,Lejlighed,114.0,2013.0,0.0,8000,10.230141,56.164837
"Vestergade 56D, 3",8000 Aarhus C,2901035,2015-06-15,Fam. Salg,28441.0,3.0,Lejlighed,102.0,1895.0,0.0,8000,10.201046,56.158047
"Mejlgade 68, 1",8000 Aarhus C,3600000,2015-06-15,Alm. Salg,30252.0,4.0,Lejlighed,119.0,1888.0,0.0,8000,10.213692,56.160633
"Vestre Ringgade 176, 2. TV",8000 Aarhus C,2225000,2015-06-15,Alm. Salg,22704.0,4.0,Lejlighed,98.0,1948.0,-1.0,8000,10.190966,56.16735
"Hendrik Pontoppidans Gade 12, 1. TH",8000 Aarhus C,3005000,2015-06-15,Alm. Salg,31631.0,3.0,Lejlighed,95.0,1906.0,-3.0,8000,10.205348,56.1445
"Christiansgade 24, 1. TH",8000 Aarhus C,3600000,2015-06-15,Alm. Salg,24827.0,5.0,Lejlighed,145.0,1897.0,-4.0,8000,10.203126,56.155129
"Banegårdsgade 1, 3. 25",8000 Aarhus C,1180000,2015-06-15,Alm. Salg,30256.0,1.0,Lejlighed,39.0,1956.0,-2.0,8000,10.200121,56.150661
"Dagmar Petersens Gade 102, 1. 2",8000 Aarhus C,5100000,2015-06-15,Alm. Salg,36428.0,4.0,Lejlighed,140.0,2016.0,0.0,8000,10.227376,56.167256
"Ceres Allé 7, 11. 8",8000 Aarhus C,3100000,2015-06-15,Alm. Salg,34444.0,2.0,Lejlighed,90.0,2016.0,0.0,8000,10.191218,56.154591
"Mønsgade 8A, 3. 1",8000 Aarhus C,2298000,2015-06-13,Alm. Salg,37064.0,3.0,Lejlighed,62.0,1917.0,0.0,8000,10.194984,56.158124
P. Heises Vej 10,8000 Aarhus C,10000000,2015-06-12,Alm. Salg,42372.0,7.0,Villa,236.0,1922.0,-13.0,8000,10.208038,56.131706
"Jægergårdsgade 88, 3",8000 Aarhus C,2240000,2015-06-12,Alm. Salg,31549.0,2.0,Lejlighed,71.0,1891.0,0.0,8000,10.202691,56.148107
"Samsøgade 94, ST",8000 Aarhus C,1515000,2015-06-12,Alm. Salg,28055.0,2.0,Lejlighed,54.0,1897.0,-4.0,8000,10.199899,56.161778
"Ceres Allé 7, 12. 7",8000 Aarhus C,3900000,2015-06-12,Alm. Salg,35454.0,4.0,Lejlighed,110.0,2016.0,0.0,8000,10.191218,56.154591
"Ceres Allé 7, 10. 8",8000 Aarhus C,2575000,2015-06-12,Alm. Salg,33881.0,2.0,Lejlighed,76.0,2016.0,0.0,8000,10.191218,56.154591
"Stadion Allé 15, 4. TV",8000 Aarhus C,2315000,2015-06-11,Alm. Salg,37950.0,2.0,Lejlighed,61.0,1929.0,0.0,8000,10.194436,56.142971
"Tage-Hansens Gade 3, ST. TH",8000 Aarhus C,1800000,2015-06-11,Alm. Salg,28125.0,2.0,Lejlighed,64.0,1945.0,-5.0,8000,10.184173,56.157343
"Åparken 6, ST. 3",8000 Aarhus C,11525000,2015-06-11,Alm. Salg,151644.0,3.0,Lejlighed,76.0,2001.0,0.0,8000,10.187519,56.154112
"Falstersgade 27, 4",8000 Aarhus C,2795000,2015-06-11,Alm. Salg,33674.0,3.0,Lejlighed,83.0,1905.0,0.0,8000,10.200297,56.163235
"Østboulevarden 25, 2",8000 Aarhus C,2200000,2015-06-11,Alm. Salg,40740.0,2.0,Lejlighed,54.0,1898.0,0.0,8000,10.212734,56.164659
"Åparken 8, 3. 6",8000 Aarhus C,2420000,2015-06-11,Alm. Salg,29512.0,3.0,Lejlighed,82.0,2001.0,-1.0,8000,10.188255,56.154119
"Mejlgade 78A, ST",8000 Aarhus C,2750000,2015-06-10,Alm. Salg,21484.0,3.0,Lejlighed,128.0,1912.0,0.0,8000,10.214179,56.161239
"Lundbyesgade 23, 2. TV",8000 Aarhus C,1820000,2015-06-10,Alm. Salg,31379.0,2.0,Lejlighed,58.0,1925.0,-4.0,8000,10.194862,56.154558
Lollandsgade 15,8000 Aarhus C,4300000,2015-06-10,Alm. Salg,39814.0,4.0,Rækkehus,108.0,1893.0,-4.0,8000,10.202089,56.159956
"Valdemarsgade 52, 1. TV",8000 Aarhus C,2100000,2015-06-10,Alm. Salg,30434.0,3.0,Lejlighed,69.0,1900.0,-2.0,8000,10.196287,56.149777
"Sonnesgade 17, 2. TH",8000 Aarhus C,1890000,2015-06-10,Alm. Salg,32033.0,2.0,Lejlighed,59.0,1918.0,0.0,8000,10.194164,56.150175
"Knudrisgade 45, 1",8000 Aarhus C,1998000,2015-06-10,Alm. Salg,27369.0,3.0,Lejlighed,73.0,1895.0,0.0,8000,10.214162,56.163315
"Åboulevarden 53, 4. TH",8000 Aarhus C,3875000,2015-06-10,Alm. Salg,39540.0,3.0,Lejlighed,98.0,1930.0,0.0,8000,10.20446,56.156033
"Dagmar Petersens Gade 94, 7. 3",8000 Aarhus C,6000000,2015-06-10,Alm. Salg,44776.0,3.0,Lejlighed,134.0,2016.0,0.0,8000,10.227889,56.166993
"Dagmar Petersens Gade 94, 2. 1",8000 Aarhus C,4600000,2015-06-10,Alm. Salg,36507.0,3.0,Lejlighed,126.0,2016.0,0.0,8000,10.227889,56.166993
Ole Rømers Gade 75,8000 Aarhus C,5975000,2015-06-09,Alm. Salg,54816.0,5.0,Rækkehus,109.0,1885.0,0.0,8000,10.201042,56.147188
"Mejlgade 82B, 4. TH",8000 Aarhus C,2012000,2015-06-09,Fam. Salg,24536.0,4.0,Lejlighed,82.0,1901.0,0.0,8000,10.214596,56.161711
"Bissensgade 6, 1. TH",8000 Aarhus C,1648000,2015-06-09,Alm. Salg,30518.0,2.0,Lejlighed,54.0,1902.0,0.0,8000,10.197328,56.154952
"Finderupvej 2L, 3. 2",8000 Aarhus C,2000000,2015-06-09,Alm. Salg,28169.0,3.0,Lejlighed,71.0,2009.0,0.0,8000,10.181397,56.155402
"Ceres Allé 7, 11. 3",8000 Aarhus C,3650000,2015-06-09,Alm. Salg,35436.0,4.0,Lejlighed,103.0,2016.0,0.0,8000,10.191218,56.154591
"Rudolph Wulffs Gade 17, 2. TH",8000 Aarhus C,2575000,2015-06-08,Alm. Salg,23198.0,4.0,Lejlighed,111.0,1953.0,-1.0,8000,10.184192,56.139767
"Åparken 2, ST. 7",8000 Aarhus C,800000,2015-06-08,Alm. Salg,28571.0,1.0,Lejlighed,28.0,1999.0,0.0,8000,10.186038,56.154104
"Langelinieparken 3C, 2. 4",8000 Aarhus C,4050000,2015-06-08,Alm. Salg,40909.0,3.0,Lejlighed,99.0,2005.0,0.0,8000,10.220435,56.168096
"Sjællandsgade 104, ST",8000 Aarhus C,2248000,2015-06-08,Alm. Salg,30378.0,3.0,Lejlighed,74.0,1890.0,0.0,8000,10.204517,56.163432
"Skanderborgvej 17, 1. TV",8000 Aarhus C,1785000,2015-06-08,Alm. Salg,27045.0,2.0,Lejlighed,66.0,1938.0,-3.0,8000,10.184814,56.141132
"J. Michaelsens Gade 8, 3. TH",8000 Aarhus C,1190000,2015-06-08,Fam. Salg,19193.0,2.0,Lejlighed,62.0,1911.0,0.0,8000,10.202532,56.143733
"Hans Broges Gade 8, 2. TV",8000 Aarhus C,3298000,2015-06-08,Alm. Salg,38800.0,3.0,Lejlighed,85.0,1905.0,0.0,8000,10.204159,56.144
"Sjællandsgade 104, 1",8000 Aarhus C,2398000,2015-06-08,Alm. Salg,32405.0,3.0,Lejlighed,74.0,1890.0,0.0,8000,10.204517,56.163432
"Ceres Allé 7, 7. 3",8000 Aarhus C,3350000,2015-06-08,Alm. Salg,32524.0,4.0,Lejlighed,103.0,2016.0,0.0,8000,10.191218,56.154591
"Østbanetorvet 8, 1. TV",8000 Aarhus C,3150000,2015-06-05,Alm. Salg,27631.0,4.0,Lejlighed,114.0,1970.0,-3.0,8000,10.215229,56.163781
"Ceres Allé 7, 3. 3",8000 Aarhus C,3050000,2015-06-05,Alm. Salg,29611.0,4.0,Lejlighed,103.0,2016.0,0.0,8000,10.191218,56.154591
"Ceres Allé 7, 5. 2",8000 Aarhus C,3200000,2015-06-05,Alm. Salg,31067.0,4.0,Lejlighed,103.0,2016.0,0.0,8000,10.191218,56.154591
"Telefontorvet 6, 3. TV",8000 Aarhus C,2600000,2015-06-04,Andet,24299.0,4.0,Lejlighed,107.0,2005.0,0.0,8000,10.20693,56.155718
"Hjelmensgade 18, 2",8000 Aarhus C,1402500,2015-06-04,Fam. Salg,18700.0,3.0,Lejlighed,75.0,1897.0,0.0,8000,10.209228,56.162173
"Banegårdsgade 21, ST",8000 Aarhus C,1995000,2015-06-04,Alm. Salg,20567.0,4.0,Lejlighed,97.0,1885.0,0.0,8000,10.201424,56.150545
"Montanagade 57, 3",8000 Aarhus C,1925000,2015-06-04,Alm. Salg,34375.0,2.0,Lejlighed,56.0,1907.0,-4.0,8000,10.200074,56.145306
"Nordborggade 47, 1. TH",8000 Aarhus C,2348000,2015-06-04,Alm. Salg,26988.0,3.0,Lejlighed,87.0,1961.0,0.0,8000,10.184635,56.145491
"Marselis Boulevard 28, 11. 4",8000 Aarhus C,1475000,2015-06-04,Alm. Salg,30729.0,2.0,Lejlighed,48.0,1959.0,-2.0,8000,10.201582,56.141796
"Finderupvej 2D, 4. 4",8000 Aarhus C,2575000,2015-06-04,Alm. Salg,29597.0,3.0,Lejlighed,87.0,2009.0,0.0,8000,10.182226,56.155524
"Ceres Allé 7, 2. 3",8000 Aarhus C,2950000,2015-06-04,Alm. Salg,28640.0,4.0,Lejlighed,103.0,2016.0,0.0,8000,10.191218,56.154591
"Søndre Ringgade 63, 4. TH",8000 Aarhus C,1875000,2015-06-03,Alm. Salg,28409.0,2.0,Lejlighed,66.0,1938.0,-1.0,8000,10.186533,56.145576
"Dagmar Petersens Gade 102, 3. 3",8000 Aarhus C,6150000,2015-06-03,Alm. Salg,35964.0,2.0,Lejlighed,171.0,2016.0,0.0,8000,10.227376,56.167256
"H.V. Kaalunds Vej 9, 1",8000 Aarhus C,1500000,2015-06-02,Andet,16853.0,3.0,Lejlighed,89.0,1946.0,0.0,8000,10.192472,56.166379
"Janus La Cours Gade 8, 1. TV",8000 Aarhus C,1995000,2015-06-02,Alm. Salg,33250.0,2.0,Lejlighed,60.0,1927.0,0.0,8000,10.197519,56.157502
"Stadion Allé 15, 2. TH",8000 Aarhus C,2200000,2015-06-02,Fam. Salg,24719.0,3.0,Lejlighed,89.0,1929.0,0.0,8000,10.194436,56.142971
"Herningvej 15, 4. TV",8000 Aarhus C,2025000,2015-06-02,Alm. Salg,31640.0,2.0,Lejlighed,64.0,1931.0,0.0,8000,10.190688,56.15817
"Åparken 2, 4. 2",8000 Aarhus C,925000,2015-06-02,Alm. Salg,28906.0,1.0,Lejlighed,32.0,1999.0,0.0,8000,10.186038,56.154104
"Gebauersgade 8, 1. 1",8000 Aarhus C,1350000,2015-06-02,Fam. Salg,25000.0,2.0,Lejlighed,54.0,1988.0,0.0,8000,10.195253,56.151427
"Knudrisgade 37, ST",8000 Aarhus C,1469144,2015-06-02,Fam. Salg,19330.0,3.0,Lejlighed,76.0,1896.0,0.0,8000,10.213833,56.163134
"Ankersgade 7, ST. TH",8000 Aarhus C,1400000,2015-06-02,Fam. Salg,25000.0,2.0,Lejlighed,56.0,1900.0,0.0,8000,10.192624,56.148272
"Janus La Cours Gade 6, 1. TV",8000 Aarhus C,1748000,2015-06-01,Alm. Salg,31214.0,2.0,Lejlighed,56.0,1928.0,0.0,8000,10.197654,56.157595
"Sejrøgade 2, 4. TV",8000 Aarhus C,1798000,2015-06-01,Alm. Salg,31543.0,2.0,Lejlighed,57.0,1929.0,0.0,8000,10.199448,56.160224
"Vestervang 19, 3. MF",8000 Aarhus C,2149000,2015-06-01,Alm. Salg,32074.0,2.0,Lejlighed,67.0,1986.0,0.0,8000,10.195031,56.16378
"Vestervang 19, 6. TV",8000 Aarhus C,3950000,2015-06-01,Alm. Salg,31854.0,4.0,Lejlighed,124.0,1986.0,0.0,8000,10.195031,56.16378
"Åparken 2, 1. 1",8000 Aarhus C,750000,2015-06-01,Alm. Salg,25000.0,1.0,Lejlighed,30.0,1999.0,0.0,8000,10.186038,56.154104
"Saltholmsgade 24, ST. TV",8000 Aarhus C,1885000,2015-06-01,Alm. Salg,38469.0,2.0,Lejlighed,49.0,1899.0,-2.0,8000,10.195389,56.158709
"Åparken 2, 2. 7",8000 Aarhus C,775000,2015-06-01,Alm. Salg,27678.0,1.0,Lejlighed,28.0,1999.0,0.0,8000,10.186038,56.154104
"Åparken 2, 3. 5",8000 Aarhus C,800000,2015-06-01,Alm. Salg,28571.0,1.0,Lejlighed,28.0,1999.0,0.0,8000,10.186038,56.154104
"Marselis Boulevard 24, 2. TH",8000 Aarhus C,3795000,2015-06-01,Alm. Salg,28750.0,4.0,Lejlighed,132.0,1938.0,0.0,8000,10.204434,56.14202
"Åparken 2, 4. 7",8000 Aarhus C,825000,2015-06-01,Alm. Salg,29464.0,1.0,Lejlighed,28.0,1999.0,0.0,8000,10.186038,56.154104
"Vestervang 8, 5. 852",8000 Aarhus C,2950000,2015-06-01,Alm. Salg,38815.0,3.0,Lejlighed,76.0,1970.0,4.0,8000,10.194457,56.162123
"Åparken 2, 5. 5",8000 Aarhus C,850000,2015-06-01,Alm. Salg,30357.0,1.0,Lejlighed,28.0,1999.0,0.0,8000,10.186038,56.154104
"Marselis Boulevard 28, 10. 2",8000 Aarhus C,1399000,2015-06-01,Alm. Salg,26903.0,2.0,Lejlighed,52.0,1959.0,0.0,8000,10.201582,56.141796
"Skovvejen 50, 2. TH",8000 Aarhus C,3299000,2015-06-01,Alm. Salg,31721.0,4.0,Lejlighed,104.0,1910.0,0.0,8000,10.219185,56.168679
"Bülowsgade 45A, 1",8000 Aarhus C,1870000,2015-05-31,Alm. Salg,37400.0,2.0,Lejlighed,50.0,1887.0,-2.0,8000,10.202325,56.146578
"Samsøgade 37, 1. TH",8000 Aarhus C,2000000,2015-05-31,Alm. Salg,35087.0,2.0,Lejlighed,57.0,1898.0,6.0,8000,10.202877,56.162756
Julius Bechgaards Vej 5,8000 Aarhus C,10125000,2015-05-31,Alm. Salg,39862.0,7.0,Villa,254.0,1930.0,-7.0,8000,10.210774,56.126427
"Ankersgade 5, ST. TV",8000 Aarhus C,1525000,2015-05-31,Alm. Salg,27727.0,2.0,Lejlighed,55.0,1900.0,-5.0,8000,10.192765,56.148338
"Åhusene 9, 6. 2",8000 Aarhus C,2700000,2015-05-31,Alm. Salg,39705.0,3.0,Lejlighed,68.0,2014.0,0.0,8000,10.187249,56.152821
"Møllegade 7B, ST. TH",8000 Aarhus C,2298000,2015-05-29,Alm. Salg,29461.0,3.0,Lejlighed,78.0,1995.0,0.0,8000,10.201336,56.156908
"Lundingsgade 26, ST. TV",8000 Aarhus C,1775000,2015-05-29,Alm. Salg,33490.0,2.0,Lejlighed,53.0,1917.0,-1.0,8000,10.194954,56.145329
"Ny Munkegade 68B, ST. TH",8000 Aarhus C,1798000,2015-05-29,Alm. Salg,31543.0,2.0,Lejlighed,57.0,1910.0,0.0,8000,10.202501,56.163469
"Vestergade 69, 2. TV",8000 Aarhus C,2650000,2015-05-29,Alm. Salg,28494.0,3.0,Lejlighed,93.0,1907.0,-5.0,8000,10.199395,56.157129
"Steinmannsgade 8, 1. TH",8000 Aarhus C,1998000,2015-05-29,Alm. Salg,36327.0,2.0,Lejlighed,55.0,1915.0,0.0,8000,10.190663,56.146332
"Daugbjergvej 28, 3. 7",8000 Aarhus C,1768000,2015-05-29,Alm. Salg,34666.0,2.0,Lejlighed,51.0,2007.0,0.0,8000,10.183116,56.155296
"Kirkegårdsvej 5, ST",8000 Aarhus C,1750000,2015-05-29,Alm. Salg,36458.0,2.0,Lejlighed,48.0,1886.0,-4.0,8000,10.210437,56.164079
"Søndre Ringgade 37, 2. TH",8000 Aarhus C,1275000,2015-05-28,Fam. Salg,10039.0,4.0,Lejlighed,127.0,1933.0,0.0,8000,10.19009,56.143121
"Fynsgade 30, 4. TH",8000 Aarhus C,2150000,2015-05-28,Alm. Salg,30714.0,3.0,Lejlighed,70.0,1900.0,0.0,8000,10.200446,56.163745
"Åhusene 7, 3. 1",8000 Aarhus C,2070000,2015-05-28,Fam. Salg,30000.0,3.0,Lejlighed,69.0,2013.0,0.0,8000,10.187806,56.15273
"Tage-Hansens Gade 15, 2. MF",8000 Aarhus C,1625000,2015-05-27,Alm. Salg,28508.0,2.0,Lejlighed,57.0,1945.0,-1.0,8000,10.184218,56.158124
"Ny Munkegade 12, 3",8000 Aarhus C,2475000,2015-05-27,Alm. Salg,27500.0,4.0,Lejlighed,90.0,1897.0,-5.0,8000,10.203935,56.160638
"Klostergade 2, 1. TV",8000 Aarhus C,3600000,2015-05-27,Alm. Salg,28571.0,4.0,Lejlighed,126.0,1899.0,0.0,8000,10.209298,56.158982
"Mejlgade 78A, 4. TH",8000 Aarhus C,125000,2015-05-27,Andet,1157.0,4.0,Lejlighed,108.0,1912.0,0.0,8000,10.214179,56.161239
Grønnegade 54C,8000 Aarhus C,1230000,2015-05-27,Fam. Salg,10789.0,3.0,Lejlighed,114.0,1893.0,0.0,8000,10.202383,56.159068
Nørreport 10,8000 Aarhus C,2750000,2015-05-27,Alm. Salg,36666.0,4.0,Rækkehus,75.0,1877.0,0.0,8000,10.213277,56.160677
"Silkeborgvej 174, 2. TH",8000 Aarhus C,1300000,2015-05-27,Fam. Salg,25490.0,2.0,Lejlighed,51.0,1939.0,0.0,8000,10.177228,56.156466
"Skovvejen 9, 3. TV",8000 Aarhus C,3500000,2015-05-27,Alm. Salg,32407.0,4.0,Lejlighed,108.0,1937.0,0.0,8000,10.216441,56.163975
Ny Munkegade 127,8000 Aarhus C,4600000,2015-05-27,Alm. Salg,40350.0,4.0,Rækkehus,114.0,1921.0,0.0,8000,10.199478,56.165327
"Nørre Allé 37, 4. TH",8000 Aarhus C,2599000,2015-05-27,Alm. Salg,36605.0,3.0,Lejlighed,71.0,1912.0,0.0,8000,10.203378,56.159678
"Nørrebrogade 20F, 2. MF",8000 Aarhus C,2195000,2015-05-27,Alm. Salg,39196.0,2.0,Lejlighed,56.0,2015.0,0.0,8000,10.211548,56.163617
"Tøndergade 84, ST. TH",8000 Aarhus C,1500000,2015-05-26,Alm. Salg,19736.0,2.0,Lejlighed,76.0,1957.0,0.0,8000,10.181143,56.140565
"Klostergade 19, 1. 6",8000 Aarhus C,1695000,2015-05-26,Alm. Salg,36063.0,2.0,Lejlighed,47.0,1999.0,0.0,8000,10.208311,56.158907
"Stadion Allé 4, 4. TV",8000 Aarhus C,2600000,2015-05-26,Alm. Salg,29885.0,4.0,Lejlighed,87.0,1928.0,0.0,8000,10.193668,56.143958
"Tage-Hansens Gade 11, 2. MF",8000 Aarhus C,1515000,2015-05-26,Alm. Salg,26578.0,2.0,Lejlighed,57.0,1945.0,0.0,8000,10.184193,56.157855
"Finderupvej 2M, ST. 3",8000 Aarhus C,1775000,2015-05-26,Alm. Salg,27307.0,2.0,Lejlighed,65.0,2009.0,0.0,8000,10.181402,56.155227
"Finderupvej 2M, 1. 1",8000 Aarhus C,1850000,2015-05-26,Alm. Salg,28906.0,2.0,Lejlighed,64.0,2009.0,0.0,8000,10.181402,56.155227
"Skolebakken 11, 2. TH",8000 Aarhus C,6750000,2015-05-26,Alm. Salg,33750.0,7.0,Lejlighed,200.0,1915.0,0.0,8000,10.212944,56.157855
"Helga Pedersens Gade 17, 7. 1",8000 Aarhus C,5750000,2015-05-26,Alm. Salg,35937.0,6.0,Lejlighed,160.0,2012.0,0.0,8000,10.229336,56.166304
"Helga Pedersens Gade 13, 7. 1",8000 Aarhus C,5750000,2015-05-26,Alm. Salg,35060.0,6.0,Lejlighed,164.0,2012.0,-14.0,8000,10.229852,56.166368
"Åhusene 7, 3. 3",8000 Aarhus C,1147500,2015-05-25,Fam. Salg,22067.0,2.0,Lejlighed,52.0,2013.0,0.0,8000,10.187806,56.15273
"Dagmar Petersens Gade 98, 4. 1",8000 Aarhus C,4850000,2015-05-25,Alm. Salg,38800.0,2.0,Lejlighed,125.0,2016.0,0.0,8000,10.227644,56.167123
"Høegh-Guldbergs Gade 51, 2",8000 Aarhus C,5950000,2015-05-24,Alm. Salg,32872.0,5.0,Lejlighed,181.0,1882.0,0.0,8000,10.209217,56.162896
"Strandparken 8, ST. TV",8000 Aarhus C,2278000,2015-05-24,Alm. Salg,34515.0,2.0,Lejlighed,66.0,1935.0,0.0,8000,10.205957,56.143542
Møllestien 50A,8000 Aarhus C,3300000,2015-05-24,Andet,47142.0,3.0,Rækkehus,70.0,1876.0,0.0,8000,10.201864,56.15666
"Læssøesgade 49, 2. TH",8000 Aarhus C,1950000,2015-05-23,Alm. Salg,34821.0,2.0,Lejlighed,56.0,1912.0,0.0,8000,10.191432,56.147506
"Brammersgade 66, 1",8000 Aarhus C,3500000,2015-05-22,Alm. Salg,35353.0,4.0,Lejlighed,99.0,1896.0,-4.0,8000,10.206834,56.147235
"Åparken 6, 1. 3",8000 Aarhus C,2400000,2015-05-22,Alm. Salg,31578.0,3.0,Lejlighed,76.0,2001.0,0.0,8000,10.187519,56.154112
"Langenæs Allé 41, 2. TH",8000 Aarhus C,2075000,2015-05-22,Alm. Salg,27302.0,3.0,Lejlighed,76.0,1968.0,-3.0,8000,10.182081,56.1414
"Åhusene 7, 9. 1",8000 Aarhus C,1455297,2015-05-22,Alm. Salg,15818.0,3.0,Lejlighed,92.0,2013.0,0.0,8000,10.187806,56.15273
Holger Drachmanns Vej 6,8000 Aarhus C,4665000,2015-05-22,Alm. Salg,24170.0,8.0,Villa,193.0,1961.0,0.0,8000,10.196536,56.165378
"Østboulevarden 25, ST",8000 Aarhus C,2175000,2015-05-22,Alm. Salg,40277.0,2.0,Lejlighed,54.0,1898.0,0.0,8000,10.212734,56.164659
"Vestervang 39, 2. 3924",8000 Aarhus C,1498000,2015-05-21,Alm. Salg,32565.0,1.0,Lejlighed,46.0,1969.0,0.0,8000,10.190965,56.164749
"Skolegade 7, 2. TV",8000 Aarhus C,4000000,2015-05-21,Alm. Salg,31007.0,5.0,Lejlighed,129.0,1900.0,0.0,8000,10.211505,56.156323
"Fynsgade 28, 3. TV",8000 Aarhus C,2225000,2015-05-21,Alm. Salg,34765.0,2.0,Lejlighed,64.0,1899.0,-1.0,8000,10.200581,56.163803
"Fynsgade 30, 2. TH",8000 Aarhus C,2550000,2015-05-21,Alm. Salg,33552.0,3.0,Lejlighed,76.0,1900.0,-5.0,8000,10.200446,56.163745
"Sjællandsgade 31, ST. TH",8000 Aarhus C,1490000,2015-05-21,Alm. Salg,35476.0,2.0,Lejlighed,42.0,1875.0,7.0,8000,10.208073,56.161717
"Åparken 8, ST. 2",8000 Aarhus C,2400000,2015-05-21,Alm. Salg,29268.0,3.0,Lejlighed,82.0,2001.0,0.0,8000,10.188255,56.154119
"Finderupvej 2D, 4. 7",8000 Aarhus C,2575000,2015-05-21,Alm. Salg,29597.0,3.0,Lejlighed,87.0,2009.0,0.0,8000,10.182226,56.155524
